免費訂閲：請勿販賣...,https://material.1989.click/v/302.mp4
CCTV 14 少兒「Relay」,https://iptv.1989.click/cn/y7zqs8?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
CCTV 15 音樂「Relay」,https://iptv.1989.click/cn/aw4xtp?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
CCTV 16 奧林匹克「Relay」,https://iptv.1989.click/cn/7n5bw3?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
CCTV 17 農村農業「Relay」,https://iptv.1989.click/cn/zqxxxa?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
北京衛視「Relay」,https://iptv.1989.click/cn/p3xj2m?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
東方衛視「Relay」,https://iptv.1989.click/cn/rdm2ff?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
廣東衛視「Relay」,https://iptv.1989.click/cn/6ccw4t?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
浙江衛視「Relay」,https://iptv.1989.click/cn/7qquak?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
江蘇衛視「Relay」,https://iptv.1989.click/cn/27r2p7?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
湖南衛視「Relay」,https://iptv.1989.click/cn/63m3bd?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
四川衛視「Relay」,https://iptv.1989.click/cn/sedpta?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
緯來日本「Relay」,https://iptv.1989.click/tw/hhssun?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
緯來體育「Relay」,https://iptv.1989.click/tw/fh9nc5?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
緯來電影「Relay」,https://iptv.1989.click/tw/hacdmt?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
緯來綜合「Relay」,https://iptv.1989.click/tw/n2mymp?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
緯來戲劇「Relay」,https://iptv.1989.click/tw/frdrca?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
緯來育樂「Relay」,https://iptv.1989.click/tw/5pywtz?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
年代新聞「Relay」,https://iptv.1989.click/tw/zwbb48?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
中天亞洲「Relay」,https://iptv.1989.click/tw/aenp6r?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
中天綜合「Relay」,https://iptv.1989.click/tw/dbdefu?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
中天娛樂「Relay」,https://iptv.1989.click/tw/uqfy4m?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
東森電影「Relay」,https://iptv.1989.click/tw/59vdr5?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
東森洋片「Relay」,https://iptv.1989.click/tw/ntdt8t?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
東森綜合「Relay」,https://iptv.1989.click/tw/v2bdbg?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
東森戲劇「Relay」,https://iptv.1989.click/tw/8ggnfd?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
東森幼幼「Relay」,https://iptv.1989.click/tw/kr9sbb?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
台視「Relay」,https://iptv.1989.click/tw/erezvq?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
動物星球「Relay」,https://iptv.1989.click/tw/je5gjz?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
CATCHPLAY 電影「Relay」,https://iptv.1989.click/tw/b4t7ne?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
龍祥時代「Relay」,https://iptv.1989.click/tw/e9y5qx?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
CINEMAX「Relay」,https://iptv.1989.click/tw/4ebnvp?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
好萊塢電影「Relay」,https://iptv.1989.click/tw/fsnrfq?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
MTV Live「Relay」,https://iptv.1989.click/tw/sqn2cp?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
博斯運動 一「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
博斯運動 二「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
博斯無限 一「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
博斯無限 二「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
博斯高球 一「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
博斯高球 二「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
博斯網球「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
博斯魅力「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
中視「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
中視新聞「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
東森新聞「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
東森財經「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
TVBS「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
TVBS 新聞「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
TVBS 歡樂「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
TVBS 精采「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天國際「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天歡樂「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天映畫「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天戲劇「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天日本「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天綜合「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天育樂「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天資訊「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天電影「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖天卡通「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖洋卡通「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
靖洋戲劇「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
八大精彩「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
八大綜藝「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
公視戲劇「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
寰宇新聞「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
寰宇新聞台灣「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
華視「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
華視新聞「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
民視「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
民視台灣「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
民視影劇「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
民視新聞「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
民視旅遊「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
民視第一「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
民視綜藝「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
三立綜合「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
三立新聞iNEWS「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
INULTRA「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
愛爾達生活旅遊「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
鏡電視新聞「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
半島國際新聞「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
DW德國之聲「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
FRANCE24「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
NHK 新聞資訊「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
CNBC Asia 財經「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
SBN 全球財經「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Bloomberg TV「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
亞洲旅遊「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
時尚運動X「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
智林體育「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
amc電影台「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
MCE 我的歐洲電影「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
影迷數位電影「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
影迷數位紀實「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
CinemaWorld「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
經典電影「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Love Nature「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
視納華仁紀實頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
CI 罪案偵查頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
History 歷史頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
ROCK Action「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
ROCK Entertainment「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
ROCK Xstream「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Arirang TV「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
韓國娛樂台 KMTV「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Lifetime 娛樂頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
fun探索娛樂「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
HITS頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
豬哥亮歌廳秀「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
采昌影劇「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
CLASSICA 古典樂「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Mezzo Live「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
電影原聲 CMusic「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
TRACE Urban「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
TRACE Sport Stars「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
GINX Esports TV「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
DreamWorks 夢工廠動畫「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
精選動漫「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
經典卡通「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
MOMO親子「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Nick Jr. 兒童頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
尼克兒童頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Pet Club TV「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
LiveABC互動英語頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
ELTA生活英語「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
達文西頻道「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
滾動力rollor「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Global Trekker「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
LUXE TV Channel「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
TV5MONDE STYLE 生活時尚「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
幸福空間居家「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
車迷「4gTV」 TV,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
金光布袋戲「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
原住民族電視「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
客家電視「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
人間衛視「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
大愛電視「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
大愛電視 2「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
好消息 1「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
好消息 2「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
國會頻道 1「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
國會頻道 2「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
東森購物 一「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
東森購物 二「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
東森購物 三「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
東森購物 四「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
新唐人亞太「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
Getwin Sports運動「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
ABC Australia 澳洲公廣「4gTV」,#EXTVLCOPT:http-user-agent=okhttp/3.14.9
龍華偶像「ofiii」,https://iptv.1989.click/ofiii/x2adt7?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
龍華卡通「ofiii」,https://iptv.1989.click/ofiii/k8du3c?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
龍華戲劇「ofiii」,https://iptv.1989.click/ofiii/34qqkq?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
龍華日韓「ofiii」,https://iptv.1989.click/ofiii/aych6h?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
龍華洋片「ofiii」,https://iptv.1989.click/ofiii/nzhhxt?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
龍華經典「ofiii」,https://iptv.1989.click/ofiii/cgpc2x?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
龍華電影「ofiii」,https://iptv.1989.click/ofiii/jjrqd7?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
台視新聞「ofiii」,https://iptv.1989.click/ofiii/z3zw3a?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
台灣戲劇「ofiii」,https://iptv.1989.click/ofiii/2qhdc5?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
寰宇財經「ofiii」,https://iptv.1989.click/ofiii/kgyc9m?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
DayStar「ofiii」,https://iptv.1989.click/ofiii/xarc2u?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
第1商業「ofiii」,https://iptv.1989.click/ofiii/yruhs6?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Smart知識「ofiii」,https://iptv.1989.click/ofiii/rbqf6f?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Eurosport 1,https://iptv.1989.click/sprt/pgpwu3?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Eurosport 2,https://iptv.1989.click/sprt/cm8xym?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TNT Sport 1,https://iptv.1989.click/sprt/uy42xj?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TNT Sport 2,https://iptv.1989.click/sprt/pwmec8?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TNT Sport 3,https://iptv.1989.click/sprt/3pypp6?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TNT Sport 4,https://iptv.1989.click/sprt/pbhtb4?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
beIN Sports 1,https://iptv.1989.click/sprt/xewywe?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
beIN Sports 2,https://iptv.1989.click/sprt/dzd3bq?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
beIN Sports 3,https://iptv.1989.click/sprt/smrt4c?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
beIN Sports 4,https://iptv.1989.click/sprt/skf4p2?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
beIN Sports 5,https://iptv.1989.click/sprt/x9chav?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TSN 1,https://iptv.1989.click/sprt/v32mct?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TSN 2,https://iptv.1989.click/sprt/nbwyy8?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TSN 3,https://iptv.1989.click/sprt/36eamv?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TSN 4,https://iptv.1989.click/sprt/xeyp2x?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
TSN 5,https://iptv.1989.click/sprt/x9c9dv?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Premier 1,https://iptv.1989.click/sprt/bhmerm?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Premier 2,https://iptv.1989.click/sprt/nrcsjn?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Premier 3,https://iptv.1989.click/sprt/mbr76k?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Premier 4,https://iptv.1989.click/sprt/cshtrw?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Premier 5,https://iptv.1989.click/sprt/rqm3b6?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Premier 6,https://iptv.1989.click/sprt/cfsrwz?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Sports 1,https://iptv.1989.click/sprt/qcnk3d?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Sports 2,https://iptv.1989.click/sprt/sppyvq?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Sports 3,https://iptv.1989.click/sprt/j5juq7?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Sports 4,https://iptv.1989.click/sprt/6jzfj8?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Sports 5,https://iptv.1989.click/sprt/4ew4a6?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Sports 6,https://iptv.1989.click/sprt/qcwerq?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Sports 7,https://iptv.1989.click/sprt/6p38ut?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Hub Sports 8,https://iptv.1989.click/sprt/4st3mz?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Spotv 1,https://iptv.1989.click/sprt/an4ebx?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Spotv 2,https://iptv.1989.click/sprt/qvex9c?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
FIGHT SPORTS,https://iptv.1989.click/sprt/8w7mum?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
BBC Earth,https://iptv.1989.click/comp/6n6ezh?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
BBC Lifestyle,https://iptv.1989.click/comp/m5k7j8?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Discovery,https://iptv.1989.click/comp/5tx8qm?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
HBO,https://iptv.1989.click/comp/92uard?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
HBO Hits,https://iptv.1989.click/comp/fz6ryk?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
HBO Family,https://iptv.1989.click/comp/um4mmc?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
HBO Signature,https://iptv.1989.click/comp/tvkfra?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Channel 5,https://iptv.1989.click/comp/efr3ea?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
Channel 8,https://iptv.1989.click/comp/ymqhfs?token=9b3bacb1225c02bd5a705d4d152669ce21f30c73071f6008
